elevation_deg,slant_range_km,doppler_proxy,time_index,frequency_ghz,rain_mm_hr,humidity_pct,temperature_c,fspl_db,atmospheric_loss_db,excess_loss_db
36.83591010202581,933.7766003905144,6.002668319653501,0.0,2.2,19.681776013872103,52.41844910800191,14.983512186452671,158.703313350413,0.08489317721075748,0.08489317721075748
85.81071604484288,601.468556142886,0.5478875089238171,0.0002000400080016,2.2,23.67178296875107,49.9747257738842,27.337338625629712,154.88271217679159,0.0584942931438093,0.0584942931438093
67.21948505396944,645.8955523957775,2.904015437647124,0.0004000800160032,2.2,42.72736966010902,40.5692347501716,18.133339032816657,155.50169949691474,0.10236496168197409,0.10236496168197409
55.88597115674811,710.9213878819528,4.206312959390541,0.0006001200240048,2.2,17.00021930299461,66.43600020608928,-5.8348708444101804,156.33488521763252,0.05872086708804626,0.05872086708804626
18.261584437607105,1466.3796003504883,7.122268419542079,0.0008001600320064,2.2,43.48248424060856,58.59744963051773,-0.7209881608222304,162.6233818219643,0.318667795976661,0.318667795976661
18.259534228577223,1466.471282963241,7.122352510826298,0.001000200040008,2.2,4.406721548834574,81.94205953944022,0.9664092015459572,162.62392487381936,0.0856649398434524,0.0856649398434524
9.937107034296954,1936.0216446703687,7.387483285629162,0.0012002400480096,2.2,38.83992186043154,31.926574828923496,2.893212682242245,165.036657784449,0.4908450664477017,0.4908450664477017
78.62497239086949,610.9593887635428,1.4792255249483548,0.0014002800560112,2.2,42.377381652736815,68.63207565330758,18.27016959752521,155.01870047851065,0.10185452489929747,0.10185452489929747
56.09477599817275,709.382092028166,4.183655879159834,0.0016003200640128,2.2,9.090882641866935,75.77693271069367,15.198288991269674,156.31605803128792,0.04199314483370171,0.04199314483370171
65.18616911266386,655.0543948084169,3.147534020504944,0.0018003600720144,2.2,21.51732661861002,75.56919415129842,0.1580019182104468,155.62400091045646,0.0657281484732501,0.0657281484732501
6.749682015143208,2177.9593692973517,7.448018319438029,0.002000400080016,2.2,8.27498873318278,83.1644380257315,-6.622257827215647,166.0594490876074,0.29648255469506707,0.29648255469506707
87.44233743376952,600.5467407203514,0.3346860665272704,0.0022004400880176,2.2,35.330206449710886,73.74202456976965,-1.4283897762640958,154.86938990274507,0.08697029663348754,0.08697029663348754
75.75762446803584,617.3195077589507,1.8451823496415385,0.0024004800960192,2.2,26.76738840308284,85.66860369886177,39.21906563093017,155.1086536407435,0.07467717279838812,0.07467717279838812
23.048824407653477,1277.5190089939174,6.901286692868013,0.0026005201040208,2.2,31.76616733541605,49.95939598925349,13.427347489573611,161.4258010362542,0.19034603331924005,0.19034603331924005
20.455122212603552,1373.8489004005664,7.027096553486616,0.0028005601120224,2.2,9.824348347810558,60.19256500509258,33.36727523510562,162.05723302592577,0.09411600744777883,0.09411600744777883
20.589383337541875,1368.5303795822038,7.020935358142526,0.003000600120024,2.2,10.587293102620976,30.84477979697344,32.43762333344216,162.0235424688821,0.07950800838506357,0.07950800838506357
30.860590651560702,1054.6151880130546,6.438134461099871,0.0032006401280256,2.2,2.074866275495318,30.417455238197476,15.575977873143684,159.76033404686626,0.02113569151728732,0.02113569151728732
49.60429668874021,764.6713137230572,4.860470928324316,0.0034006801360272,2.2,16.103376759786485,44.4075972270912,25.33438542302718,156.967949579358,0.05511705154718352,0.05511705154718352
41.71532658457984,857.4243285892571,5.598451551581555,0.0036007201440288,2.2,27.987233066683743,36.04843182834512,-0.3623994793643863,157.96236965718316,0.0960358200696174,0.0960358200696174
29.754476916833564,1081.090489650334,6.511200292500895,0.0038007601520304,2.2,42.89674569986644,45.61268207614522,24.41983524634541,159.97569455399417,0.19309148732901094,0.19309148732901094
