elevation_deg,slant_range_km,doppler_proxy,time_index,frequency_ghz,rain_mm_hr,humidity_pct,temperature_c
36.83591010202581,933.7766003905144,6.002668319653501,0.0,2.2,19.681776013872103,52.41844910800191,14.983512186452671
85.81071604484288,601.468556142886,0.5478875089238171,0.00020004000800160032,2.2,23.67178296875107,49.974725773884195,27.337338625629712
67.21948505396944,645.8955523957775,2.904015437647124,0.00040008001600320064,2.2,42.72736966010902,40.5692347501716,18.133339032816657
55.88597115674811,710.9213878819528,4.206312959390541,0.000600120024004801,2.2,17.00021930299461,66.43600020608928,-5.8348708444101804
18.261584437607105,1466.3796003504883,7.1222684195420785,0.0008001600320064013,2.2,43.482484240608564,58.59744963051773,-0.7209881608222304
18.259534228577223,1466.471282963241,7.122352510826298,0.0010002000400080016,2.2,4.406721548834574,81.94205953944022,0.9664092015459573
9.937107034296954,1936.0216446703687,7.387483285629162,0.001200240048009602,2.2,38.83992186043154,31.926574828923496,2.893212682242245
78.62497239086949,610.9593887635428,1.4792255249483548,0.0014002800560112022,2.2,42.377381652736815,68.63207565330758,18.270169597525214
56.09477599817275,709.382092028166,4.183655879159834,0.0016003200640128026,2.2,9.090882641866937,75.77693271069367,15.198288991269674
65.18616911266386,655.0543948084169,3.1475340205049434,0.0018003600720144029,2.2,21.51732661861002,75.56919415129842,0.15800191821044685
6.7496820151432075,2177.9593692973513,7.448018319438029,0.002000400080016003,2.2,8.27498873318278,83.1644380257315,-6.6222578272156465
87.44233743376952,600.5467407203514,0.3346860665272704,0.0022004400880176033,2.2,35.330206449710886,73.74202456976965,-1.4283897762640958
75.75762446803584,617.3195077589507,1.8451823496415383,0.002400480096019204,2.2,26.767388403082837,85.66860369886177,39.21906563093017
23.048824407653473,1277.5190089939174,6.901286692868013,0.0026005201040208044,2.2,31.76616733541605,49.95939598925349,13.427347489573613
20.455122212603552,1373.8489004005664,7.027096553486616,0.0028005601120224045,2.2,9.824348347810558,60.19256500509258,33.36727523510562
20.589383337541875,1368.5303795822038,7.020935358142526,0.0030006001200240046,2.2,10.587293102620976,30.84477979697344,32.43762333344216
30.860590651560706,1054.6151880130546,6.438134461099871,0.003200640128025605,2.2,2.074866275495318,30.417455238197473,15.575977873143685
49.60429668874021,764.6713137230572,4.860470928324316,0.0034006801360272057,2.2,16.103376759786485,44.407597227091195,25.33438542302718
41.71532658457984,857.4243285892571,5.598451551581555,0.0036007201440288058,2.2,27.987233066683746,36.048431828345116,-0.3623994793643863
29.754476916833564,1081.090489650334,6.511200292500895,0.003800760152030406,2.2,42.89674569986644,45.61268207614522,24.419835246345414
57.007496051402256,702.8226669519581,4.083969798235135,0.004000800160032006,2.2,33.346372372934034,40.62259767170384,3.619228963164476
16.856978155423555,1531.6270061730759,7.177736960157951,0.004200840168033607,2.2,21.76981616998757,31.711201490318896,31.60310483770754
29.832295125493545,1079.1800896967766,6.506138947839932,0.004400880176035207,2.2,47.65600571970689,84.55824878436297,-5.8137933445545045
36.14075667996379,946.1302142318991,6.056779212006711,0.004600920184036807,2.2,35.96226002879159,30.49338788333349,28.656933644263873
43.76594865844805,830.0790993344281,5.416285851398299,0.004800960192038408,2.2,46.5082601431275,74.16492866022512,-5.003154671569023
71.73995671840616,628.8823494901744,2.349977046352778,0.005001000200040008,2.2,26.379398663608285,39.12887321517099,34.05946184471545
21.972271483460577,1315.9038864216568,6.955237787301859,0.005201040208041609,2.2,12.94521373965698,84.733777319976,5.2102259067501855
48.709927265156985,773.6221833129084,4.949036185722816,0.0054010802160432084,2.2,2.6413343182360993,83.56775637539315,22.719668241528737
55.35523835327361,714.9001340844143,4.263649779036907,0.005601120224044809,2.2,36.30424257419252,69.23406878215545,14.375113931013992
8.948285081199806,2006.903562233387,7.408718514842194,0.0058011602320464095,2.2,6.065149900276706,70.3340489880363,8.315157263116948
56.64131241162226,705.4215683642906,4.124089802530125,0.006001200240048009,2.2,15.138756413598358,30.320348518181312,22.272091659174826
19.49455051341978,1413.0335764579017,7.0700492677050875,0.00620124024804961,2.2,26.62354539419487,89.09229396681613,37.3761490275619
10.529385403748758,1895.2817067404592,7.373709860583044,0.00640128025605121,2.2,28.220829388987383,82.66995621454886,-7.936512631268907
85.65527066653333,601.5797873314423,0.5681788541027333,0.006601320264052811,2.2,30.0291598493568,83.70637354380551,35.94264279415521
87.07872281133754,600.7134011615199,0.3822286350128259,0.006801360272054411,2.2,8.312766517485032,69.55467222305231,20.454082751050677
73.7137745898992,622.8030545826387,2.10326964114895,0.007001400280056011,2.2,18.98687024108244,50.68721571927219,30.365715038452613
30.89217037973651,1053.880333796204,6.436013058645763,0.0072014402880576115,2.2,30.859711355848336,83.61891894542885,9.19374767171388
13.302129690542628,1720.656262057263,7.298777408477317,0.007401480296059212,2.2,48.490943231689236,47.491015689071546,13.592148741880685
63.15980725353334,665.1884690021507,3.3862768115152737,0.007601520304060812,2.2,36.381556884984434,63.76269260053217,33.4425375900582
42.41296196786611,847.8355789427033,5.537270812230769,0.007801560312062412,2.2,46.130187854697894,35.98385834063294,10.742398490491155
15.3732499618062,1606.1407527830718,7.231644607485474,0.008001600320064013,2.2,38.11060291570885,85.317337807965,16.73297833745425
47.090037359457966,790.7681356593703,5.106361754034385,0.008201640328065612,2.2,29.585848444620023,38.4462274662728,-8.990253845783355
7.923024294793564,2084.30839707384,7.4284061340578535,0.008401680336067214,2.2,9.601168456817227,43.49380834382444,-2.070099708097885
82.29223417669648,604.9938402819362,1.0059037593237377,0.008601720344068814,2.2,33.334282594625655,63.4880494876929,22.084325398739985
26.99629843600144,1153.8433558874513,6.682768891115645,0.008801760352070413,2.2,31.168978297995352,75.8455800127789,25.848845053193855
61.31439417008847,675.3460125455813,3.600023404995934,0.009001800360072015,2.2,30.123458522863324,67.16107835617794,19.13004683922497
31.49544146759993,1040.0589683973735,6.395112992793371,0.009201840368073614,2.2,24.489293399412038,43.92803476800937,-2.8344981862194665
49.20578180011392,768.6157668640117,4.900081583966965,0.009401880376075216,2.2,26.43283019946378,30.05658255164942,12.270271428891743
51.47037374417877,747.1026815028918,4.671894158004226,0.009601920384076815,2.2,16.722126355905203,75.42903481844635,7.7547383181594896
