elevation_deg,slant_range_km,doppler_proxy,time_index,frequency_ghz,rain_mm_hr,humidity_pct,temperature_c,predicted_excess_loss_db,link_margin_db,link_state,adaptive_mcs,throughput_class,rl_mcs
29.35416165880545,1091.0357338287236,6.537047024909654,0.7001400280056012,2.2,21.22464163382676,43.55920593968955,24.05885480352638,0.1082379426290141,27.83652894244165,GOOD,64-QAM,HIGH,16-QAM
29.35416165880545,1091.0357338287236,6.537047024909654,0.7001400280056012,8.4,21.22464163382676,43.55920593968955,24.05885480352638,0.4204911468490268,15.88714363342811,GOOD,64-QAM,HIGH,16-QAM
29.35416165880545,1091.0357338287236,6.537047024909654,0.7001400280056012,12.5,21.22464163382676,43.55920593968955,24.05885480352638,0.6174542190450184,12.23756602230864,GOOD,16-QAM,MEDIUM,16-QAM
73.22442654999902,624.2372087370222,2.164677320093197,0.7003400680136027,2.2,15.466211217911146,69.38478805378037,8.633804774791894,0.0482817818266803,32.746271562257654,GOOD,64-QAM,HIGH,16-QAM
73.22442654999902,624.2372087370222,2.164677320093197,0.7003400680136027,8.4,15.466211217911146,69.38478805378037,8.633804774791894,0.1837552914021705,20.973665947888648,GOOD,64-QAM,HIGH,16-QAM
73.22442654999902,624.2372087370222,2.164677320093197,0.7003400680136027,12.5,15.466211217911146,69.38478805378037,8.633804774791894,0.2736917568661969,17.43111494350113,GOOD,64-QAM,HIGH,16-QAM
89.76522149180623,600.0046037080119,0.0307323488531367,0.7005401080216043,2.2,14.031778993825789,39.85301749364076,26.665733063295303,0.0372465135846226,33.101208217054534,GOOD,64-QAM,HIGH,16-QAM
89.76522149180623,600.0046037080119,0.0307323488531367,0.7005401080216043,8.4,14.031778993825789,39.85301749364076,26.665733063295303,0.1424992953263962,21.35882333051923,GOOD,64-QAM,HIGH,16-QAM
89.76522149180623,600.0046037080119,0.0307323488531367,0.7005401080216043,12.5,14.031778993825789,39.85301749364076,26.665733063295303,0.2129543208801525,17.83575376604199,GOOD,64-QAM,HIGH,16-QAM
7.55221045299839,2113.311991187956,7.434941313820097,0.7007401480296059,2.2,48.61148546081788,33.358817091701184,10.273573644348936,0.812014776872247,21.390259261007884,GOOD,64-QAM,HIGH,16-QAM
7.55221045299839,2113.311991187956,7.434941313820097,0.7007401480296059,8.4,48.61148546081788,33.358817091701184,10.273573644348936,3.0908407452137125,7.474301187872896,DEGRADED,QPSK,LOW,QPSK
7.55221045299839,2113.311991187956,7.434941313820097,0.7007401480296059,12.5,48.61148546081788,33.358817091701184,10.273573644348936,4.596106675245911,2.5164207189172174,DEGRADED,QPSK,LOW,LINK-OFF
81.27609859222922,606.4089304614081,1.137548740989493,0.7009401880376075,2.2,7.668241370787282,37.26094300491893,21.38033606660318,0.0244134139164669,33.02182120088137,GOOD,64-QAM,HIGH,16-QAM
81.27609859222922,606.4089304614081,1.137548740989493,0.7009401880376075,8.4,7.668241370787282,37.26094300491893,21.38033606660318,0.0946563672129776,21.31444614279134,GOOD,64-QAM,HIGH,16-QAM
81.27609859222922,606.4089304614081,1.137548740989493,0.7009401880376075,12.5,7.668241370787282,37.26094300491893,21.38033606660318,0.1398299810590927,17.81665799002174,GOOD,64-QAM,HIGH,16-QAM
57.923595355885936,696.5087012932754,3.982872566675824,0.7011402280456092,2.2,36.66639543584312,85.79908698804809,28.49290028394468,0.1055379949354962,31.737477462292222,GOOD,64-QAM,HIGH,16-QAM
57.923595355885936,696.5087012932754,3.982872566675824,0.7011402280456092,8.4,36.66639543584312,85.79908698804809,28.49290028394468,0.4013959167795793,19.80448743565462,GOOD,64-QAM,HIGH,16-QAM
57.923595355885936,696.5087012932754,3.982872566675824,0.7011402280456092,12.5,36.66639543584312,85.79908698804809,28.49290028394468,0.601247005336216,16.152021808174496,GOOD,64-QAM,HIGH,16-QAM
