elevation_deg,slant_range_km,doppler_proxy,time_index,frequency_ghz,rain_mm_hr,humidity_pct,temperature_c,predicted_excess_loss_db,link_margin_db,link_state,adaptive_mcs,throughput_class
29.35416165880545,1091.0357338287236,6.537047024909654,0.7001400280056012,2.2,21.22464163382676,43.55920593968955,24.05885480352638,0.10823794262901411,27.836528942441646,GOOD,64-QAM,HIGH
29.35416165880545,1091.0357338287236,6.537047024909654,0.7001400280056012,8.4,21.22464163382676,43.55920593968955,24.05885480352638,0.42049114684902683,15.88714363342811,GOOD,64-QAM,HIGH
29.35416165880545,1091.0357338287236,6.537047024909654,0.7001400280056012,12.5,21.22464163382676,43.55920593968955,24.05885480352638,0.6174542190450184,12.237566022308641,GOOD,16-QAM,MEDIUM
73.22442654999902,624.2372087370222,2.164677320093197,0.7003400680136027,2.2,15.466211217911146,69.38478805378037,8.633804774791894,0.048281781826680366,32.746271562257654,GOOD,64-QAM,HIGH
73.22442654999902,624.2372087370222,2.164677320093197,0.7003400680136027,8.4,15.466211217911146,69.38478805378037,8.633804774791894,0.1837552914021705,20.973665947888648,GOOD,64-QAM,HIGH
73.22442654999902,624.2372087370222,2.164677320093197,0.7003400680136027,12.5,15.466211217911146,69.38478805378037,8.633804774791894,0.2736917568661969,17.43111494350113,GOOD,64-QAM,HIGH
89.76522149180623,600.0046037080119,0.0307323488531367,0.7005401080216043,2.2,14.031778993825789,39.85301749364076,26.665733063295303,0.037246513584622644,33.101208217054534,GOOD,64-QAM,HIGH
89.76522149180623,600.0046037080119,0.0307323488531367,0.7005401080216043,8.4,14.031778993825789,39.85301749364076,26.665733063295303,0.1424992953263962,21.35882333051923,GOOD,64-QAM,HIGH
89.76522149180623,600.0046037080119,0.0307323488531367,0.7005401080216043,12.5,14.031778993825789,39.85301749364076,26.665733063295303,0.2129543208801525,17.83575376604199,GOOD,64-QAM,HIGH
7.55221045299839,2113.311991187956,7.434941313820097,0.7007401480296059,2.2,48.61148546081788,33.358817091701184,10.273573644348936,0.812014776872247,21.390259261007884,GOOD,64-QAM,HIGH
7.55221045299839,2113.311991187956,7.434941313820097,0.7007401480296059,8.4,48.61148546081788,33.358817091701184,10.273573644348936,3.0908407452137125,7.474301187872896,DEGRADED,QPSK,LOW
7.55221045299839,2113.311991187956,7.434941313820097,0.7007401480296059,12.5,48.61148546081788,33.358817091701184,10.273573644348936,4.5961066752459105,2.5164207189172174,DEGRADED,QPSK,LOW
81.27609859222922,606.4089304614081,1.137548740989493,0.7009401880376075,2.2,7.668241370787282,37.26094300491893,21.38033606660318,0.02441341391646693,33.02182120088137,GOOD,64-QAM,HIGH
81.27609859222922,606.4089304614081,1.137548740989493,0.7009401880376075,8.4,7.668241370787282,37.26094300491893,21.38033606660318,0.09465636721297767,21.31444614279134,GOOD,64-QAM,HIGH
81.27609859222922,606.4089304614081,1.137548740989493,0.7009401880376075,12.5,7.668241370787282,37.26094300491893,21.38033606660318,0.13982998105909275,17.81665799002174,GOOD,64-QAM,HIGH
57.923595355885936,696.5087012932754,3.982872566675824,0.7011402280456092,2.2,36.66639543584312,85.79908698804809,28.49290028394468,0.10553799493549627,31.737477462292226,GOOD,64-QAM,HIGH
57.923595355885936,696.5087012932754,3.982872566675824,0.7011402280456092,8.4,36.66639543584312,85.79908698804809,28.49290028394468,0.40139591677957936,19.80448743565462,GOOD,64-QAM,HIGH
57.923595355885936,696.5087012932754,3.982872566675824,0.7011402280456092,12.5,36.66639543584312,85.79908698804809,28.49290028394468,0.601247005336216,16.152021808174496,GOOD,64-QAM,HIGH
87.7375226290098,600.4277566338378,0.2960806360385886,0.7013402680536107,2.2,0.0205144719587435,63.10505297637308,17.41079553274603,0.015962284527852023,33.11636888615508,GOOD,64-QAM,HIGH
87.7375226290098,600.4277566338378,0.2960806360385886,0.7013402680536107,8.4,0.0205144719587435,63.10505297637308,17.41079553274603,0.06014425719844401,21.435054808690964,GOOD,64-QAM,HIGH
87.7375226290098,600.4277566338378,0.2960806360385886,0.7013402680536107,12.5,0.0205144719587435,63.10505297637308,17.41079553274603,0.09084878802384742,17.951735738942077,GOOD,64-QAM,HIGH
44.525808989746345,820.5706905079642,5.34700988197491,0.7015403080616123,2.2,29.809133470118844,77.78074652877893,16.975179522500305,0.11022294553563614,30.309003426152685,GOOD,64-QAM,HIGH
44.525808989746345,820.5706905079642,5.34700988197491,0.7015403080616123,8.4,29.809133470118844,77.78074652877893,16.975179522500305,0.42019078967803014,18.36190347721677,GOOD,64-QAM,HIGH
44.525808989746345,820.5706905079642,5.34700988197491,0.7015403080616123,12.5,29.809133470118844,77.78074652877893,16.975179522500305,0.6271040829244434,14.702375645046871,GOOD,16-QAM,MEDIUM
77.02797409856677,614.313349527958,1.683564757414049,0.7017403480696139,2.2,45.79715019770262,49.95927005430308,-5.588283735718277,0.1048541463835587,32.828893177294674,GOOD,64-QAM,HIGH
77.02797409856677,614.313349527958,1.683564757414049,0.7017403480696139,8.4,45.79715019770262,49.95927005430308,-5.588283735718277,0.400317746972604,20.896297471912106,GOOD,64-QAM,HIGH
77.02797409856677,614.313349527958,1.683564757414049,0.7017403480696139,12.5,45.79715019770262,49.95927005430308,-5.588283735718277,0.5938496895712306,17.250150990389997,GOOD,64-QAM,HIGH
10.303495830853564,1910.6705516563864,7.379055950302757,0.7019403880776155,2.2,14.396704704660952,65.55951887312679,10.53908714547174,0.24435756718983934,22.83347261510994,GOOD,64-QAM,HIGH
10.303495830853564,1910.6705516563864,7.379055950302757,0.7019403880776155,8.4,14.396704704660952,65.55951887312679,10.53908714547174,0.9247568334667625,10.515941244039496,GOOD,16-QAM,MEDIUM
10.303495830853564,1910.6705516563864,7.379055950302757,0.7019403880776155,12.5,14.396704704660952,65.55951887312679,10.53908714547174,1.3781969782029961,6.609886560379778,DEGRADED,QPSK,LOW
33.498719256655136,996.971758374963,6.254236195576239,0.7021404280856172,2.2,9.27629876288596,59.697128022299495,17.28885766124688,0.05506212001381628,28.672827142557338,GOOD,64-QAM,HIGH
33.498719256655136,996.971758374963,6.254236195576239,0.7021404280856172,8.4,9.27629876288596,59.697128022299495,17.28885766124688,0.21216550817455282,16.87859164960308,GOOD,64-QAM,HIGH
33.498719256655136,996.971758374963,6.254236195576239,0.7021404280856172,12.5,9.27629876288596,59.697128022299495,17.28885766124688,0.3154530819150873,13.322689536939066,GOOD,16-QAM,MEDIUM
10.696405708852849,1884.020278607776,7.36968331416113,0.7023404680936187,2.2,32.58398974392135,86.74427756413763,13.0990412833205,0.4223720220471617,22.777462901500414,GOOD,64-QAM,HIGH
10.696405708852849,1884.020278607776,7.36968331416113,0.7023404680936187,8.4,32.58398974392135,86.74427756413763,13.0990412833205,1.617091845826865,9.945610972927184,DEGRADED,16-QAM,MEDIUM
10.696405708852849,1884.020278607776,7.36968331416113,0.7023404680936187,12.5,32.58398974392135,86.74427756413763,13.0990412833205,2.4082640089777576,5.701824270852811,DEGRADED,QPSK,LOW
87.904166345721,600.3670353219686,0.2742828074696474,0.7025405081016203,2.2,35.63007036491966,74.85447816324663,35.03910000942128,0.08797735417285998,33.045232265713146,GOOD,64-QAM,HIGH
87.904166345721,600.3670353219686,0.2742828074696474,0.7025405081016203,8.4,35.63007036491966,74.85447816324663,35.03910000942128,0.33552701106153493,21.16055050403095,GOOD,64-QAM,HIGH
87.904166345721,600.3670353219686,0.2742828074696474,0.7025405081016203,12.5,35.63007036491966,74.85447816324663,35.03910000942128,0.4996215177100918,17.5438414584589,GOOD,64-QAM,HIGH
74.44278211810612,620.7541468552035,2.011504222443207,0.7027405481096219,2.2,34.40152594759907,73.83255788979474,35.326531605974466,0.0880024756125279,32.75515131843132,GOOD,64-QAM,HIGH
74.44278211810612,620.7541468552035,2.011504222443207,0.7027405481096219,8.4,34.40152594759907,73.83255788979474,35.326531605974466,0.3364501639972673,20.86957152525305,GOOD,64-QAM,HIGH
74.44278211810612,620.7541468552035,2.011504222443207,0.7027405481096219,12.5,34.40152594759907,73.83255788979474,35.326531605974466,0.49855706174237696,17.254850088584462,GOOD,64-QAM,HIGH
