distance_km,rain_mm_hr,humidity_pct,temperature_c,fspl_db,cost231_db,rain_atten_db,total_path_loss_db
3.2704336078714236,48.67753440823134,52.74145262758392,27.87044785813763,109.58056035785546,160.2703938811183,0.01591966444769974,269.8668739034215
4.567578064342296,8.186316614466477,84.86892033164048,21.997524209170386,112.48217318848845,165.38083855577065,0.003739164019599797,277.8667509082787
4.194297673067806,46.48566086781113,86.8875311833192,21.15621885852995,111.74163860628465,164.07657736280038,0.01949746992088794,275.83771343900594
10.288696313494219,14.103242669610989,41.69618005917123,38.5210411276089,119.5356605874463,177.80374237504697,0.014510398086314096,297.3539133605796
10.205267748943943,46.64279337385709,51.320425123496804,36.99111136358853,119.46494168648829,177.67918922068307,0.047600219493888,297.1917311266653
7.28955832047388,38.13787323853691,73.7033139877077,30.51812813805898,116.5424779145126,172.53202097594536,0.027800825119115486,289.1022997155771
14.749870756429235,15.26473032978174,45.77027757285981,33.53000061099637,122.66421791423213,183.31389140706978,0.022515279949602608,306.0006246012515
19.98643945859462,31.472958118557326,62.78707295919713,39.61957311388848,125.30316226397517,187.96171311383625,0.062903237201943,313.3277786150134
10.92949900275447,29.257639467660095,66.84487354204053,27.186940202466776,120.06045871211532,178.72803928784262,0.03197713413847409,298.8204751340964
0.7232644682253232,20.652467943666387,76.38203882484629,26.424101724195083,96.47439621763397,137.18725679666335,0.0014937196244816404,233.6631467339218
18.25834391315348,35.49294420559058,44.18371800391605,31.585815144566286,124.51768127975677,186.5782903944227,0.0648042381796041,311.1607759123591
15.868842719319547,1.9028187609807234,47.05911218338295,39.759469349616204,123.29935873132699,184.43252859122802,0.00301955316413736,307.73490687571916
11.34256101782549,23.518016802158066,49.458550370397035,32.46333628079712,120.38267610147125,179.2955423413617,0.026675454059672296,299.70489389689266
0.504713748582086,42.61687070541018,86.29081233399631,39.106263709320565,93.34935632106465,131.68330281324552,0.002150932056656566,225.03481006636682
11.92142237946506,44.420605589002285,57.10960089804355,37.58330628492621,120.81501512503134,180.05699632904452,0.052955680157812254,300.92496713423367
1.1199697429764242,20.983656808663238,46.34620919939054,36.109771301408344,100.27257941563566,143.87677956574603,0.002350106072270406,244.15170908745395
5.611938984923523,24.48448922703067,48.21226652486541,36.81478639854204,114.27071242787892,168.5308903941325,0.013740545961911344,282.81534336797336
2.875218286531376,37.21053808788445,65.32602386636464,34.270251947573904,108.46187005460808,158.30010865131092,0.010698841956195764,266.77267754787516
13.099664901661205,9.107073394381004,46.275538156002824,39.99538642929429,121.63365734143602,181.49882402952318,0.011929960970122541,303.14441133192935
3.3333756735587383,28.56305736906902,42.37294349458929,22.813732234958916,109.74613885010771,160.56201780662423,0.009521140059651734,270.3176777967916
15.821621420112056,43.67620929237671,53.76450737725749,29.603742791989376,123.27347338643322,184.38693821419105,0.06910284484895646,307.7295144454732
6.03909889855083,14.076789541232593,87.24290605343495,28.795083961007713,114.90789645316485,169.65312616398393,0.008501112421358962,284.5695237295701
8.372603516326253,7.473301313183583,74.54001765489971,25.896253610662562,117.74566413104677,174.65112402373578,0.0062570988853326475,292.40304525366787
2.0098499166853383,13.393349421376943,54.87140444767962,30.35310093661718,105.35172617988914,152.822390178963,0.0026918622218692076,258.176808221074
15.585645763796022,19.310388589351657,46.54367791667378,28.11154460330758,123.14294964070403,184.1570542082219,0.03009648761148837,307.33010033653744
3.6736366275778805,35.131662378617655,48.575093813484564,24.323080628880984,110.59037754619183,162.04892712236412,0.012906096170178967,272.65221076472614
7.899603252284026,23.569602696697935,94.97616245012019,39.08759200594706,117.24055921523879,173.76151163304044,0.018619051011787735,291.020689899291
4.795710495690606,7.300253428016262,71.5431331695676,29.377086987866363,112.90551277671103,166.1264423528595,0.003500990198593891,279.0354561197691
7.832076959064255,15.07286591270256,83.71357359488124,31.783432262031617,117.16599254151002,173.63018161663004,0.011805184582194275,290.80797934272226
14.18020275562405,7.908195003962771,68.87918106024698,37.677261789321975,122.32210242946287,182.71134297648754,0.011213980858720524,305.04465938680914
3.3877934352824797,11.162697303093683,51.254681524759256,30.159831138753493,109.88679205899253,160.80974225653347,0.003781691264346622,270.70031600679033
13.953995430358576,37.01973077413626,82.8185905351502,21.94209681413491,122.18242514486003,182.4653373661826,0.05165731540554021,304.69941982644815
18.043093246283274,33.86957436594385,72.48206835138495,37.8151553486514,124.41467348747298,186.3968686630439,0.06111118884966506,310.87265333936654
9.946048395201363,35.36659013012717,76.14633986867157,39.00015759752779,119.24146497802754,177.28559247937937,0.03517578170074957,296.5622332391076
4.293455872754377,10.190876895758215,56.048937413584525,34.86354457522647,111.94459368983226,164.43403054020558,0.004375408025661001,276.38299963806355
17.579825748544103,49.43157671961713,41.449285113896124,26.775711723420518,124.18874493697754,185.99895363263667,0.08689985052066584,310.27459842013485
17.274968002153514,40.67420824456681,76.0458314831699,28.556713422763416,124.03679864880036,185.7313393282572,0.07026456459378204,309.83840254165136
16.922409208952025,26.955336319800438,41.791431117739776,39.00609682687822,123.85769747096502,185.41589867027912,0.04561492315685899,309.319211064401
9.887035330660703,40.788416103850814,54.86133193232253,30.346364049946242,119.18977533806915,177.19455447373258,0.0403276511100463,296.4246574629118
4.621645006747641,16.03054151860513,63.65371744274749,21.05126559544707,112.58438529291259,165.56085888764432,0.007408747216492214,278.15265292777343
13.303406515927941,10.080441367421972,54.04634830995106,38.053709341946586,121.76771085930426,181.73492482121932,0.013410420937079103,303.51604610146063
15.47492074063969,8.125143520459938,88.18210878096605,39.50303714999262,123.08102228306142,184.0479850961271,0.012573595198543968,307.14158097438707
12.280243699162142,4.012030786156084,94.50683027404534,27.93247048113586,121.07259332412885,180.51065407482903,0.004926871578253779,301.5881742705362
7.571121663302834,33.84322947230804,72.17014602395429,28.925427792870515,116.87165811819412,173.11178723598707,0.025623120781392034,290.0090684749626
17.554615939774322,36.99146590182399,50.760940470743506,22.312003361721914,124.1762802644894,185.9770003180987,0.06493709769557779,310.21821768028366
12.59148946020954,43.17595261126673,44.612283551470895,31.030601753342587,121.28999574217465,180.89355251594063,0.05436495522392716,302.2379132133392
11.165438630168453,13.134565576444556,76.34481231364167,25.218369838703207,120.24596939328998,179.0547686373587,0.014665318587771483,299.3154033492365
13.169042781296435,47.04003229758204,83.99435489076672,24.332646604268398,121.6795377870403,181.57963063350346,0.06194721977604239,303.32111564031976
18.775155879391672,39.59025910156993,49.15980649372132,24.904497673894895,124.76012464424639,187.00529202189017,0.07433132859374803,311.8397479947303
2.883981497227392,34.9137693698392,42.665980507509744,24.78020731634295,108.48830301147086,158.34666350597954,0.010069066486108072,266.8450355839365
14.602290826179614,7.419313328435462,51.17828776313451,35.9267929354657,122.5768734925776,183.1600566742644,0.010833897095236527,305.7477640639372
13.896746240666761,28.349596335510995,86.68558026641404,32.925462914980386,122.14671616089277,182.40244517566492,0.039396714629993265,304.5885580511877
19.130749439388467,45.8740523783627,68.1501641782288,36.927715177184766,124.9230932898762,187.2923193738517,0.08776050018198393,312.3031731639099
12.979327306790024,24.42197830917584,88.50232644601533,26.208278635857507,121.55349730468386,181.3576427428211,0.03169808499541197,302.94283813250036
18.151761381283343,10.2062872119003,53.56765951267856,30.832234706455267,124.46682909210304,186.48872734560868,0.01852620900592579,310.97408264671765
10.02389702259615,43.330116074202465,84.71783965370165,29.474308787751752,119.30918554482525,177.40486483932423,0.043433662150494365,296.75748404629996
11.78084083877107,5.67528145618692,87.26820625641898,30.067919532062078,120.7119793891438,179.87552538219512,0.006685958755056703,300.59419073009394
12.238351601284105,47.788968507017586,62.81798719453237,34.09049807488396,121.04291213819671,180.45837830013474,0.05848581992515743,301.55977625825665
14.37905930628766,16.88054307002072,49.82936878861267,22.723988580129316,122.44306311561277,182.9243841127311,0.024272632992617112,305.39171986133647
11.827393458994013,49.29487340808152,84.69669946441682,26.79536514116331,120.74623450882802,179.935856964728,0.05830298633086813,300.74039445988694
7.210259577092682,12.063793435196345,71.24842887686407,30.871624271328518,116.44747161782216,172.3646918209822,0.008698308215219228,288.8208617470196
2.6849159194860195,11.109470145236067,85.8695764532128,33.32240861075446,107.8670674151071,157.25251679156446,0.0029827993249998976,265.1225670059966
11.361968500377714,14.58064863005119,71.86155904129166,23.2363139585089,120.39752523477057,179.32169527030925,0.016566487044971708,299.7357869921248
1.4240349465275577,17.005742650834343,87.29231329977964,28.658395689127737,102.35886656113857,147.55123775671188,0.0024216771826442293,249.9125259950331
4.80093739212028,38.06979378389393,79.67381974771266,25.885789232764935,112.91497446595042,166.14310668480488,0.018277069648740457,279.076358220404
6.540163125812101,6.620094374459145,92.85467925187359,30.91145593238502,115.60022523050296,170.87248523074277,0.004329649711723383,286.47704011095743
5.377627378847771,40.45500071837592,66.55897006250443,23.524033634771286,113.90026774110419,167.8784473607978,0.02175519194744446,281.8004702938494
13.935343607410429,44.569995445647855,76.6124671494118,22.183148900552542,122.1708072503226,182.44487543320426,0.06210982011158207,304.67779250363844
19.397526658759297,20.853507621795853,91.54209805417696,23.7430893071764,125.04338076460355,187.50417482133182,0.040450647002242525,312.5880062329376
1.5509616067963563,45.238770067362076,60.52036424237853,30.162349523303817,103.10047456094496,148.85738949869443,0.00701635955131668,251.96488041919073
12.673788644856105,36.440852963110146,62.536724572906664,34.62746654748264,121.34658282271286,180.99321610349358,0.046184366849273635,302.3859832930557
13.953250307157976,32.77858617341789,62.29745647582689,34.08273703361195,122.18196131851546,182.46452045537785,0.04573678175924474,304.6922185556525
18.95690149486347,23.93721926131893,74.5897902824849,38.666265764117064,124.8438006840259,187.15266584357053,0.04537755075977715,312.04184407835623
13.765096061817019,36.39999249782701,92.19256770562586,26.409995958175934,122.06403854704487,182.25682982445701,0.05010493933820075,304.3709733108401
15.923969577759816,15.231564472024411,89.06204062358793,23.075991263631156,123.32948040058376,184.48558016400156,0.0242546969274204,307.83931526151275
