y_true,y_pred
6.229204451149656,6.318509184552564
9.397592628338714,9.450793110294873
18.40235563082055,18.311091643036765
8.479863059714972,8.501120293627595
2.1258621174706605,2.15339619188373
4.798317044331441,4.800442902099934
2.847379166398156,2.8412274888392415
2.3824056534589886,2.374630917458333
2.730161349020989,2.74172093515496
5.192723577972288,5.204103173755446
2.372176250965396,2.413986614375054
3.34841974820597,3.3154482708272996
6.498368355863221,6.469278700287732
7.531955994749694,7.583872095098688
3.437585144056584,3.429202539297531
19.60095970665401,19.608633671088217
2.1117345830746785,2.116001598669993
3.5681527885796527,3.552374429632682
4.219373405897102,4.195984120765421
2.44692401066186,2.4477954589720246
4.5530143575637965,4.576945709227056
2.335237364784831,2.338825956459486
12.456661360729951,12.370234261445857
2.806603054378144,2.8174714119236044
2.395928001294749,2.3991429185941424
2.301563434194975,2.2880435205604597
3.192887768343354,3.192002109864552
3.846381734084417,3.8270052642215315
5.403245612472006,5.389046593580077
4.662792278340078,4.630635458507848
2.928515870117508,2.931455962909567
2.1046086233872074,2.1110399173544856
2.9935186536948777,2.992277293789437
3.831420738669749,3.8219023216280306
16.880673135139205,16.88909507086649
10.92063400971827,10.929164420148629
2.2196877839344324,2.2183858231353994
2.500539382014068,2.499620034951323
10.64142764730991,10.552527855208961
2.953135979179905,2.965144861275456
4.9159573329883415,4.93280586683531
2.6020143178967032,2.6016250811618313
13.448017621428136,13.57117921834947
13.072818164625517,13.28634797493321
10.334405838624347,10.423226007729456
3.058874156419421,3.0784298041967135
3.0758108532021997,3.0746278522074904
2.8408852649866105,2.82744373182504
2.5010233839691125,2.495150523460906
4.541866540692951,4.537443692316009
4.649022627730517,4.662161204356327
2.1478187476978405,2.142627852466575
2.5853742912181303,2.561818779723367
3.2548696573840914,3.2569890036475972
2.419991300007922,2.4115267905201465
10.108856091867608,10.032961350674361
8.088582693983483,7.998411933301522
3.146262271868096,3.1161117388918096
3.42762478437902,3.428366505607143
4.142236802545796,4.1476317344427285
4.126508532250114,4.125189066379741
4.604193371338795,4.58304317083002
4.09035317326402,4.069969639375354
3.4099684934031416,3.4170331793527073
4.285836552127648,4.321876010971742
3.0964179371952127,3.0978087461446346
11.161629275210146,11.188336059077042
2.389796099650624,2.391850939913015
4.074353067846431,4.061849714743361
2.4526798418929445,2.4623435756881795
2.274534339111966,2.3124829843515546
2.6697888008197026,2.673270771158309
2.090270711423841,2.085191348233804
11.354999711794278,11.387401109044713
5.067683564032336,5.041149514160413
2.7847304731402573,2.793912585587863
2.908161778701526,2.905105169300474
2.3464608214047478,2.3678725058627488
2.584823677782396,2.579974356171103
2.989570907129746,2.9881443741884386
2.287807869318641,2.2753858956677244
3.33559110200315,3.342804502108365
3.982724708148425,3.988260095821045
2.397333218188294,2.3847409527649295
2.324704371713011,2.3225701413722994
2.575976533620917,2.5708873311032896
3.3314939355463764,3.3299516046164435
2.830806351338424,2.845322041852484
2.6422834160803177,2.652973437973517
4.231541037265089,4.20519427492864
2.1585777678594127,2.153678315459781
7.678085899820672,7.645509436772918
2.980092123156055,2.9841160652285676
3.3391798383902653,3.3364925026353536
2.8424379719592423,2.8246180102858727
5.220212277475667,5.203022564853358
4.437447599680212,4.438100405628387
4.581069524883446,4.608734780100508
2.3630323860150497,2.3583162433873075
2.295722523611488,2.3008761356985787
3.333218558996549,3.341932099194356
11.722593236080002,11.700970700970759
8.828356205299542,8.796105630259955
2.176646185363751,2.17903538636543
19.924074763683564,19.783363509804033
2.115509273622848,2.1086203041221143
3.996872547849449,3.99663375722918
2.4089794190778946,2.398425091957097
3.0737830922351463,3.078997950608965
2.9131037682200542,2.9033208303564386
2.731028095516905,2.7299218437363346
2.4921795891319505,2.48501718419561
8.952128625339327,8.92313659752314
2.5020975604706166,2.4989001987030206
6.92974021928643,6.8852490416389
3.2297510628213786,3.1975733973638563
2.482632371953855,2.488793481340623
3.92367866289834,3.9795572032946094
8.105206593517352,8.147704071923663
4.592889645396184,4.564892025410686
3.0566981562757007,3.0140279878118803
4.823129156150799,4.8186007140932965
2.8002221588848784,2.7977141226666826
2.7298044172513585,2.7296862058883526
2.4505617407861564,2.4633273823552044
2.723301858897969,2.698905084040391
14.381069707508146,14.688013697945912
14.538516356890112,14.45544498283093
3.597540370537274,3.6034335136886892
4.639443296967215,4.63383580220525
4.190707317201088,4.180290173364817
3.3245252126393723,3.3607793714010654
5.07424308626068,5.062714774855594
13.856864397940852,13.789018158874786
3.6678140896969462,3.659971218044875
2.559466404354765,2.555233034702881
3.169321413314492,3.165363871633545
2.1884975298526115,2.1891342197418053
2.410086850431213,2.3969474977598604
2.190253058588894,2.1882522608919723
2.748913420152008,2.7631771237538887
5.678416018332996,5.662640557055924
3.542978384197397,3.588226872603113
19.69593700694412,20.090733309822355
4.195362204325988,4.230793925404538
4.395208309171864,4.381086673877086
5.611719075558426,5.613591208599437
3.6167396787112978,3.6378558317979213
2.685616529458628,2.681189901504
2.9457066037422805,2.8986399266648095
3.407498190542043,3.418609953133443
4.817016544720985,4.802413622127895
4.993281925073234,4.992725946209103
14.046335612619288,14.056020238314707
2.434011587667783,2.4390589878544877
2.8195748799355727,2.809254756727073
4.596118343875133,4.5909594338281225
8.590034856771297,8.531464234203494
2.5888079876089023,2.5837976427692717
6.1948947329564135,6.126914023670118
2.807652347993127,2.8159463327571324
